word,chars,log_freq,gpt2S_surp,gpt2B_surp,gpt2L_surp,mean_RT
"says,",5,5.49,-28.15067481994629,-25.98892593383789,-25.94968605041504,313.038961038961
scattered,9,3.97,-40.25491714477539,-28.45381736755371,-21.274507522583008,338.19565217391306
scene.,6,4.97,-11.424367904663086,-7.556623935699463,-6.506358623504639,386.29761904761904
scheme,6,4.57,-23.2821102142334,-20.07744789123535,-8.935718536376953,311.20512820512823
scholars,8,4.12,-42.77164840698242,-29.105947494506836,-11.936738967895508,312.3333333333333
"school,",7,5.71,-12.076451301574707,-8.305689811706543,-9.746637344360352,379.5394736842105
school.,7,5.71,-11.948787689208984,-8.262993812561035,-9.914780616760254,369.7643312101911
scurried,8,2.3,-35.56953430175781,-24.702167510986328,-20.802352905273438,335.5274725274725
"sea,",4,5.06,-11.857421875,-8.052220344543457,-7.456263542175293,459.3152173913044
seal,4,4.3,-20.90688705444336,-18.433879852294922,-13.54698371887207,336.93975903614455
searched,8,3.97,-33.33176040649414,-29.948596954345703,-15.68045711517334,324.2826086956522
season.,7,5.48,-11.559349060058594,-8.242768287658691,-7.907989025115967,401.0128205128205
seasonal,8,3.98,-21.817913055419922,-22.42667007446289,-18.208127975463867,345.4492753623188
seat.,5,4.82,-11.513442039489746,-8.336865425109863,-7.925198554992676,397.4
seated,6,3.89,-30.670984268188477,-23.73776626586914,-16.478796005249023,300.7831325301205
second-hand,11,5.2,-24.9761905670166,-19.208784103393555,-11.105583190917969,427.0422535211268
"secret,",7,4.92,-11.328115463256836,-8.765432357788086,-9.771344184875488,353.13829787234044
see.,4,6.1,-11.881132125854492,-9.561359405517578,-12.709702491760254,342.31325301204816
seeds,5,4.28,-31.327116012573242,-28.7548828125,-19.43265151977539,325.44
"seeds,",6,4.28,-28.907785415649414,-26.259016036987305,-19.052549362182617,378.9866666666667
seemed,6,4.82,-38.10221862792969,-31.72418975830078,-24.740432739257812,337.5374531835206
seemingly,9,4.1,-38.76661682128906,-30.37601661682129,-15.448235511779785,342.4109589041096
seems,5,5.24,-34.6278190612793,-28.701608657836914,-20.54940414428711,425.9647058823529
"seen,",5,5.52,-12.012833595275879,-8.441854476928711,-9.577574729919434,302.7204301075269
seized,6,4.03,-32.24839401245117,-25.772741317749023,-24.002702713012695,368.35869565217394
self-confidence,15,4.55,-32.78971481323242,-23.391841888427734,-12.552135467529297,332.3333333333333
self-diagnosed,14,4.03,-31.43648338317871,-26.168777465820312,-16.849660873413086,378.7323943661972
self-harm,9,4.4,-31.55739402770996,-24.351686477661133,-13.091729164123535,346.3380281690141
sender,6,3.21,-32.075469970703125,-29.560686111450195,-30.687475204467773,353.8666666666667
sending,7,4.61,-30.25461196899414,-29.515424728393555,-29.41794204711914,300.6842105263158
sensed,6,3.32,-44.14286422729492,-35.39528274536133,-34.21561813354492,319.8735632183908
seriously.,10,4.94,-33.13628387451172,-26.850679397583008,-12.784738540649414,373.40277777777777
settled,7,4.44,-25.588993072509766,-18.49917221069336,-1.7292100191116333,304.81290322580645
seven-twelve,12,4.28,-27.450136184692383,-27.101810455322266,-23.542428970336914,873.1142857142858
"seventies,",10,3.27,-37.957183837890625,-34.10121536254883,-20.138965606689453,427.2133333333333
"seventy-eight,",14,3.76,-46.13158416748047,-30.141817092895508,-23.985063552856445,557.4864864864865
several,7,5.39,-18.698068618774414,-14.755101203918457,-3.363353967666626,348.85087719298247
severity,8,3.71,-28.73754119873047,-21.050662994384766,-13.853560447692871,353.1383647798742
severity.,9,3.71,-25.513830184936523,-21.44556999206543,-17.26453399658203,340.14084507042253
"shame,",6,4.55,-27.75476837158203,-23.462085723876953,-18.871620178222656,312.2739726027397
shaving,7,3.62,-36.645668029785156,-26.8985652923584,-19.376758575439453,321.1808510638298
"she,",4,6.26,-13.216421127319336,-9.381370544433594,-12.466414451599121,291.67123287671234
sheer,5,4.01,-22.56832504272461,-20.750959396362305,-21.371639251708984,344.17045454545456
shelter,7,4.25,-24.8508358001709,-25.146852493286133,-19.255577087402344,347.5326086956522
sheltered,9,3.48,-30.142868041992188,-27.101097106933594,-23.744829177856445,439.6222222222222
shined,6,2.81,-31.29656219482422,-24.328170776367188,-20.114627838134766,362.9673913043478
shiny,5,3.88,-32.564292907714844,-24.659894943237305,-19.478816986083984,307.6914893617021
"ships,",6,4.55,-11.144715309143066,-7.323315143585205,-6.524685382843018,370.73333333333335
shiver,6,3.05,-32.74005126953125,-26.71156883239746,-19.789474487304688,322.0
shivered,8,2.4,-41.638240814208984,-30.692100524902344,-23.375940322875977,339.2857142857143
shock.,6,4.46,-11.800546646118164,-7.574947357177734,-8.620503425598145,356.3246753246753
shoe,4,4.24,-30.193286895751953,-23.01188850402832,-14.583590507507324,350.74468085106383
shoes,5,4.67,-35.082515716552734,-25.65096664428711,-20.4582462310791,374.0659340659341
"shoes,",6,4.67,-31.234046936035156,-23.571697235107422,-20.10512924194336,349.58288770053474
shoes.,6,4.67,-30.395463943481445,-23.634700775146484,-19.14681625366211,339.9251336898396
shone,5,3.23,-23.27931022644043,-21.36305809020996,-22.735998153686523,338.8333333333333
"short,",6,5.33,-12.068859100341797,-9.303069114685059,-9.495190620422363,316.7032967032967
short.,6,5.33,-12.031055450439453,-9.963008880615234,-11.450695037841797,315.0659340659341
shortcut,8,3.35,-29.30394744873047,-27.559894561767578,-17.767051696777344,326.3411764705882
shortly,7,4.47,-23.958131790161133,-18.407594680786133,-15.13680362701416,375.6687898089172
"shot,",5,5.22,-11.725455284118652,-8.679890632629395,-8.107644081115723,315.4938271604938
shoulder,8,4.5,-40.28793716430664,-30.66271209716797,-16.275787353515625,396.63255813953486
"shoulders,",10,4.18,-22.731494903564453,-21.387624740600586,-20.106964111328125,333.1868131868132
"shout,",6,4.06,-22.604991912841797,-20.434505462646484,-19.759273529052734,324.3636363636364
"show,",5,5.68,-11.954252243041992,-9.101387977600098,-11.000210762023926,325.3783783783784
show.,5,5.68,-11.706080436706543,-8.982755661010742,-9.56810474395752,332.12080536912754
shrill,6,2.88,-37.37006378173828,-30.033878326416016,-25.1009464263916,387.0348837209302
"shrill,",7,2.88,-34.856082916259766,-28.65364646911621,-24.395097732543945,378.4942528735632
"shrilly,",8,1.75,-31.376272201538086,-27.340923309326172,-24.289653778076172,356.78409090909093
shrug.,6,3.3,-30.261951446533203,-27.34331703186035,-25.701601028442383,361.92957746478874
"shrugging,",10,2.63,-38.48011779785156,-29.976572036743164,-20.832380294799805,406.55555555555554
shuffling,9,3.06,-34.3688850402832,-18.20388412475586,-12.530406951904297,319.4074074074074
"shut,",5,4.78,-12.222023010253906,-9.039076805114746,-14.266741752624512,312.45454545454544
"side,'",6,5.5,-30.5118350982666,-26.819595336914062,-24.882631301879883,363.7439024390244
sides,5,4.73,-32.09197235107422,-27.54328727722168,-19.404394149780273,311.13253012048193
"sighed,",7,3.13,-40.65931701660156,-34.95208740234375,-33.871742248535156,384.94594594594594
sight!,6,4.54,-20.60903549194336,-17.190845489501953,-17.079587936401367,375.29347826086956
"sight,",6,4.54,-11.433913230895996,-8.113320350646973,-7.463263511657715,333.64772727272725
signal,6,4.62,-20.750301361083984,-18.458271026611328,-8.755106925964355,336.8390804597701
simply,6,5.08,-32.519351959228516,-25.572330474853516,-5.723498821258545,347.8142076502732
"sing,",5,4.54,-13.012897491455078,-9.007111549377441,-8.338764190673828,275.2432432432432
sing.,5,4.54,-12.144658088684082,-9.580889701843262,-10.804991722106934,300.55405405405406
sings,5,3.89,-29.4415225982666,-25.14288330078125,-24.696529388427734,327.4886363636364
sinister,8,3.6,-35.1761474609375,-25.81960678100586,-13.924076080322266,426.8837209302326
sink,4,4.21,-27.957992553710938,-25.893354415893555,-25.085744857788086,312.989010989011
sister,6,4.95,-36.28056335449219,-27.936992645263672,-22.682918548583984,370.91333333333336
"sister,",7,4.95,-32.86711120605469,-25.486364364624023,-22.499906539916992,291.22222222222223
sisters,7,4.43,-39.86640167236328,-31.566669464111328,-27.180112838745117,321.2
"sisters,",8,4.43,-34.333187103271484,-27.89980697631836,-25.901357650756836,335.8333333333333
sitting,7,4.86,-34.866214752197266,-29.82707405090332,-25.789901733398438,320.65200764818354
situation,9,5.09,-33.16436767578125,-24.235891342163086,-8.430514335632324,331.53374233128835
sixteen,7,3.95,-28.38597869873047,-25.431283950805664,-13.812576293945312,535.8529411764706
sixteenth,9,3.38,-38.54430389404297,-30.08068084716797,-16.267370223999023,455.31168831168833
skeptics,8,3.07,-29.142250061035156,-28.499780654907227,-25.895265579223633,321.5416666666667
"sky,",4,4.72,-11.868799209594727,-7.87844181060791,-6.827845096588135,418.04945054945057
slain,5,3.54,-29.90508270263672,-21.027284622192383,-18.488292694091797,299.5849802371541
slate,5,3.82,-26.59920883178711,-18.845951080322266,-15.087210655212402,359.1363636363636
"sleeve,",7,3.93,-36.55223083496094,-31.570938110351562,-26.98729705810547,421.67816091954023
slip,4,4.28,-24.866172790527344,-19.890262603759766,-11.581378936767578,349.0232558139535
slipped,7,3.99,-34.67765808105469,-25.77838897705078,-17.654754638671875,349.5287356321839
slippers,8,3.37,-38.364845275878906,-28.280067443847656,-19.06581687927246,402.67391304347825
slipping,8,3.69,-36.31517791748047,-25.580957412719727,-17.026344299316406,310.4657534246575
slowed,6,3.71,-31.19706153869629,-26.02985191345215,-19.152202606201172,375.5064935064935
slowly,6,4.63,-23.247356414794922,-16.30211639404297,-6.238903999328613,330.59593023255815
"small,",6,5.51,-11.716024398803711,-8.777556419372559,-10.399431228637695,340.8536585365854
"small,'",7,5.51,-30.860692977905273,-27.96136474609375,-24.474828720092773,392.10843373493975
small.,6,5.51,-11.886560440063477,-9.819424629211426,-11.79743766784668,396.22222222222223
small?',7,5.51,-32.228233337402344,-32.78242874145508,-32.26837921142578,374.4024390243902
smaller,7,4.8,-21.98501205444336,-19.903398513793945,-8.459632873535156,323.4927536231884
smarter,7,3.91,-32.11492919921875,-25.019895553588867,-19.552995681762695,355.531914893617
smell,5,4.49,-26.89863395690918,-21.114452362060547,-18.834686279296875,326.43243243243245
smile,5,4.64,-28.690004348754883,-20.34562110900879,-18.707477569580078,313.6457142857143
smiled,6,3.86,-35.956016540527344,-24.714706420898438,-17.33877944946289,304.16477272727275
smiled.,7,3.86,-31.880701065063477,-24.527515411376953,-17.233713150024414,836.0126582278481
smiling,7,4.15,-37.67368698120117,-24.017553329467773,-16.456701278686523,310.95323741007195
smoothed,8,2.86,-28.796571731567383,-20.94057273864746,-9.738666534423828,344.032967032967
snack,5,3.9,-24.963045120239258,-20.070846557617188,-11.331273078918457,312.741935483871
snail,5,3.67,-30.209049224853516,-21.125774383544922,-13.046292304992676,326.82377049180326
"snail,",6,3.67,-29.466415405273438,-22.498376846313477,-17.329792022705078,347.65361445783134
snail.,6,3.67,-26.900379180908203,-21.697294235229492,-14.829048156738281,475.1012658227848
sneaking,8,3.42,-33.573814392089844,-27.66720962524414,-25.763809204101562,319.57142857142856
sniff,5,3.44,-30.324787139892578,-21.57213592529297,-14.37819766998291,332.30555555555554
sniffing,8,3.23,-34.499549865722656,-18.906591415405273,-14.51701831817627,371.72222222222223
"sniffing,",9,3.23,-35.73889923095703,-23.547786712646484,-20.74261474609375,402.27777777777777
snow,4,4.66,-25.78287696838379,-29.63346290588379,-26.56654167175293,359.26881720430106
snow.,5,4.66,-24.0384578704834,-29.30668067932129,-26.85407257080078,344.0659340659341
snowflakes,10,3.11,-37.13587188720703,-30.975326538085938,-24.613391876220703,427.0769230769231
so-called,9,5.54,-29.887285232543945,-14.147638320922852,-10.424742698669434,329.38028169014086
solution,8,4.84,-35.83219909667969,-31.96477699279785,-24.348356246948242,385.92972972972973
solve,5,4.42,-37.372581481933594,-32.54811096191406,-24.489648818969727,295.4642857142857
some.,5,6.2,-12.189953804016113,-10.888082504272461,-13.480143547058105,356.42857142857144
somewhere,9,4.74,-29.17523193359375,-24.34038734436035,-20.28814125061035,342.2111111111111
soon.,5,5.32,-11.068243026733398,-7.768395900726318,-7.940932750701904,340.5578947368421
"sorry,",6,5.18,-10.762213706970215,-6.829185485839844,-3.984022855758667,332.51063829787233
sorry.',7,5.18,-28.53936004638672,-24.030961990356445,-21.49079704284668,377.6219512195122
sought,6,4.49,-32.8223876953125,-32.32699203491211,-27.927549362182617,350.3376623376623
sought-after,12,4.48,-33.27033615112305,-32.699039459228516,-23.59400177001953,383.0769230769231
soul,4,4.81,-33.1613655090332,-27.908838272094727,-23.41341781616211,326.43956043956047
sound.,6,5.15,-11.463130950927734,-8.13254165649414,-9.102313041687012,308.1219512195122
sounded,7,4.12,-35.41675567626953,-31.04442596435547,-27.624279022216797,395.2085889570552
sounds.,7,4.97,-28.582138061523438,-25.614700317382812,-22.385896682739258,391.56643356643355
sparking,8,3.08,-34.17464828491211,-22.74449348449707,-16.683509826660156,373.77027027027026
sparkling,9,3.56,-35.25462341308594,-25.320178985595703,-16.59280014038086,363.78409090909093
"sparrow,",8,3.48,-33.92490768432617,-33.58852767944336,-27.408451080322266,362.82954545454544
spatter,7,2.4,-34.75078201293945,-23.64569854736328,-19.4914493560791,317.83516483516485
special.,8,5.34,-11.95382308959961,-10.297951698303223,-13.698368072509766,361.78723404255317
specials,8,3.66,-15.179508209228516,-14.630109786987305,-11.933365821838379,338.6756756756757
specialty,9,3.89,-25.72676658630371,-22.67479133605957,-16.475059509277344,346.1830985915493
specifically,12,4.65,-27.982088088989258,-25.303287506103516,-15.82297420501709,325.16438356164383
speck,5,3.02,-28.03852081298828,-21.74571418762207,-10.87621784210205,299.2048192771084
spectacular,11,4.06,-39.132789611816406,-31.112186431884766,-6.2782487869262695,387.30379746835445
speculative,11,3.51,-32.57715606689453,-20.896547317504883,-9.282012939453125,369.562091503268
speculators,11,2.94,-33.41481018066406,-28.086219787597656,-16.801023483276367,383.1456953642384
spending,8,4.71,-29.092391967773438,-23.23794937133789,-9.625703811645508,362.6043956043956
spine.,6,3.93,-23.692153930664062,-20.452592849731445,-15.956053733825684,364.2567567567568
spinning,8,3.98,-35.42578887939453,-28.11292266845703,-13.445612907409668,459.0238095238095
"spinning,",9,3.98,-32.32706069946289,-27.478254318237305,-16.83234214782715,360.0769230769231
spite,5,4.04,-41.51007080078125,-37.692047119140625,-32.81077575683594,294.2352941176471
spoke,5,4.61,-30.38973045349121,-23.878450393676758,-18.435256958007812,298.1630434782609
spotted,7,4.19,-39.09707260131836,-27.207923889160156,-14.746115684509277,370.06024096385545
sprang,6,3.12,-25.994457244873047,-19.989362716674805,-18.215110778808594,319.3076923076923
spreads,7,3.69,-32.488426208496094,-30.500503540039062,-23.17015266418457,344.57894736842104
"sprung,",7,3.41,-29.009838104248047,-23.121007919311523,-18.178695678710938,373.8478260869565
spun,4,3.67,-22.307443618774414,-19.28333854675293,-16.803613662719727,453.9647058823529
sputtered,9,2.34,-38.840702056884766,-38.07715606689453,-36.16557312011719,371.2967032967033
squeaked,8,2.45,-42.23248291015625,-33.60136413574219,-30.397384643554688,337.6808510638298
squeeze.,8,3.94,-28.741743087768555,-21.929058074951172,-13.946099281311035,359.59493670886076
squirrel,8,3.69,-37.12670135498047,-30.516023635864258,-9.494027137756348,314.6752767527675
"stage,",6,5.1,-12.147601127624512,-8.459506034851074,-8.028693199157715,307.3333333333333
stairs.,7,4.14,-10.830106735229492,-7.368285179138184,-6.727545738220215,327.8658536585366
standing.,9,4.86,-12.385717391967773,-10.210671424865723,-9.721896171569824,340.5744680851064
stared,6,3.6,-33.55595397949219,-26.689863204956055,-24.543216705322266,332.89772727272725
staring,7,4.14,-32.879844665527344,-24.94305992126465,-22.178287506103516,328.1931818181818
stately,7,3.13,-35.53900909423828,-28.285554885864258,-25.256366729736328,393.69767441860466
stayed,6,4.53,-37.10798645019531,-30.293739318847656,-21.864255905151367,320.16129032258067
steadfastly,11,2.69,-33.9510383605957,-32.477577209472656,-26.485008239746094,336.90909090909093
steal,5,4.41,-33.10490036010742,-26.475833892822266,-22.810102462768555,285.2261904761905
steam.,6,4.52,-11.6497163772583,-8.785785675048828,-6.458585262298584,413.97802197802196
stepped,7,4.2,-33.232357025146484,-23.554567337036133,-11.321822166442871,378.8933333333333
"stone,",6,4.8,-11.861763954162598,-7.686000823974609,-6.577478408813477,347.75308641975306
"stones,",7,4.31,-11.53683853149414,-7.381694316864014,-5.923172473907471,349.467032967033
"stood,",6,4.57,-11.331147193908691,-8.727075576782227,-7.652026653289795,329.7912087912088
stopped,7,4.84,-38.60625457763672,-30.292781829833984,-19.299854278564453,333.51612903225805
storm.,6,4.66,-12.340532302856445,-9.141830444335938,-7.5863237380981445,352.314606741573
storming,8,3.16,-21.500179290771484,-17.73981285095215,-11.393228530883789,327.67469879518075
"stove,",6,3.71,-30.94942283630371,-24.95514678955078,-22.24687957763672,319.25
strained,8,3.53,-37.8968620300293,-23.47355079650879,-12.586474418640137,374.5679012345679
strangest,9,3.25,-32.3580436706543,-24.103288650512695,-18.220508575439453,353.1666666666667
streak,6,4.06,-25.088682174682617,-19.945913314819336,-5.328069686889648,298.68131868131866
stream.,7,4.62,-11.94423770904541,-8.574681282043457,-7.982807636260986,330.44444444444446
streets,7,4.66,-30.213150024414062,-21.4511775970459,-10.013855934143066,428.06666666666666
"streets,",8,4.66,-27.544536590576172,-21.90999412536621,-13.355253219604492,311.45054945054943
strove,6,2.67,-24.647300720214844,-20.784751892089844,-13.890094757080078,347.03409090909093
struggling,10,4.33,-31.768632888793945,-19.778562545776367,-10.460412979125977,352.17105263157896
stubby,6,2.69,-43.308311462402344,-32.417694091796875,-32.23591995239258,354.8131868131868
stuck,5,4.68,-31.816137313842773,-24.639070510864258,-16.188936233520508,325.2987012987013
"studied,",8,4.49,-28.983932495117188,-21.4696044921875,-13.308670997619629,412.0
studies,7,4.98,-26.156644821166992,-17.352928161621094,-6.903963565826416,333.514598540146
"studies,",8,4.98,-24.369468688964844,-17.625829696655273,-10.684600830078125,420.6388888888889
"study,",6,5.26,-11.305508613586426,-7.898600101470947,-8.653626441955566,333.8536585365854
subsequent,10,4.39,-36.25806427001953,-26.98046112060547,-14.385462760925293,373.45205479452056
substantial,11,4.33,-36.06865692138672,-26.52925682067871,-9.591985702514648,326.2230215827338
"succeed,",8,4.29,-31.648483276367188,-25.335119247436523,-26.01666831970215,335.3414634146341
sudden,6,4.4,-40.171390533447266,-34.341407775878906,-28.512426376342773,307.72972972972974
"sudden,",7,4.4,-37.531002044677734,-34.82574462890625,-28.233516693115234,400.1506849315069
suddenly,8,4.69,-46.25967788696289,-38.00864028930664,-33.06039810180664,335.5046113306983
suffered,8,4.52,-31.25934600830078,-20.092763900756836,-9.278576850891113,318.4025974025974
suggested,9,4.68,-20.367578506469727,-15.645594596862793,-3.8226680755615234,344.2032520325203
suggests,8,4.49,-14.462614059448242,-14.46401596069336,-11.247559547424316,314.59420289855075
sullenly,8,1.75,-44.92094421386719,-40.31220626831055,-33.4589958190918,343.9894736842105
summarized,10,3.35,-37.93185806274414,-23.223485946655273,-13.872688293457031,331.82608695652175
summer,6,5.23,-26.45664405822754,-22.069881439208984,-7.622836589813232,369.72222222222223
"sun,",4,4.97,-12.027891159057617,-8.322236061096191,-8.510823249816895,311.3085106382979
sun?,4,4.97,-20.275033950805664,-18.049217224121094,-19.723905563354492,367.85057471264366
sunbeams,8,2.13,-28.097118377685547,-27.85755157470703,-11.806256294250488,409.84615384615387
sunny,5,4.07,-37.241214752197266,-34.27744674682617,-31.099119186401367,308.95604395604397
superb,6,3.96,-19.782926559448242,-18.205612182617188,-18.097251892089844,342.1168831168831
superlative,11,2.79,-31.56000518798828,-15.939611434936523,-15.714420318603516,507.5157894736842
suppose,7,4.56,-29.821117401123047,-23.153743743896484,-15.296236991882324,348.5054945054945
supposed,8,4.91,-35.858482360839844,-23.32714080810547,-9.74699592590332,326.0531914893617
"suppress,",9,3.66,-29.423368453979492,-26.281320571899414,-16.92524528503418,357.34722222222223
suppressing,11,3.28,-37.99959945678711,-25.868053436279297,-14.929536819458008,341.07246376811594
surprise.,9,4.75,-27.764991760253906,-28.92145538330078,-14.386383056640625,331.75342465753425
surprised,9,4.68,-29.963186264038086,-17.49266242980957,-8.604811668395996,347.4888888888889
surrounded,10,4.36,-34.08958435058594,-28.590879440307617,-12.003621101379395,334.4555984555985
surveillance,12,4.17,-29.85323715209961,-16.229158401489258,-7.75417423248291,448.06666666666666
suspect,7,4.51,-29.345500946044922,-22.506933212280273,-17.548397064208984,297.0
suspected,9,4.15,-32.70011901855469,-22.660446166992188,-19.389501571655273,330.72527472527474
suspicion,9,3.97,-29.190502166748047,-21.135669708251953,-20.690284729003906,359.26666666666665
swallow,7,3.87,-27.787485122680664,-25.207645416259766,-17.866352081298828,316.8720930232558
swash,5,2.21,-26.343259811401367,-20.060379028320312,-16.41197967529297,318.34065934065933
swear,5,4.51,-28.018672943115234,-22.399089813232422,-17.836503982543945,392.47222222222223
sweetest,8,3.41,-25.144412994384766,-20.21813201904297,-11.10389232635498,316.1758241758242
swimming,8,4.43,-34.269596099853516,-26.39227294921875,-14.798900604248047,318.74175824175825
switched,8,4.14,-40.99362564086914,-26.67038345336914,-14.09249210357666,336.6219512195122
symbol,6,4.31,-37.762001037597656,-30.588905334472656,-6.733842849731445,348.88505747126436
"symbol,",7,4.31,-34.79124069213867,-29.88599395751953,-12.607593536376953,326.82278481012656
symptomology,12,1.36,-40.89118194580078,-29.421768188476562,-20.009424209594727,394.4
symptoms,8,4.48,-40.48750686645508,-26.046201705932617,-8.416373252868652,352.8107692307692
symptoms.,9,4.48,-37.47861099243164,-25.69012451171875,-10.965078353881836,422.1159420289855
syndrome,8,4.23,-35.31742858886719,-20.110885620117188,-7.738318920135498,326.0281690140845
"syndrome,",9,4.23,-36.257659912109375,-22.100330352783203,-10.968945503234863,464.75
synonymous,10,3.5,-38.010345458984375,-26.386871337890625,-13.166156768798828,399.2133333333333
taken,5,5.33,-35.549659729003906,-26.744550704956055,-17.627269744873047,328.71794871794873
takes,5,5.18,-34.885414123535156,-25.74892234802246,-16.16716957092285,396.82894736842104
"tale,",5,4.29,-11.671915054321289,-8.271309852600098,-8.654170989990234,318.75
talent,6,4.64,-24.854877471923828,-22.44145965576172,-6.0701165199279785,322.22297297297297
talked,6,4.62,-20.641101837158203,-18.01687240600586,-10.3565673828125,301.02150537634407
"tank,",5,4.57,-12.099811553955078,-8.347617149353027,-8.014967918395996,337.33738601823705
tank.,5,4.57,-11.688016891479492,-8.558399200439453,-8.56522274017334,555.6666666666666
tapped,6,3.69,-36.35285186767578,-28.018356323242188,-20.81676483154297,359.55263157894734
task!,5,4.65,-21.075496673583984,-17.234970092773438,-21.631315231323242,380.3863636363636
task.,5,4.65,-11.575862884521484,-7.837442398071289,-9.467488288879395,401.2906976744186
taverns,7,2.74,-37.8802604675293,-31.250097274780273,-23.228137969970703,353.54545454545456
teacher,7,4.88,-34.80237579345703,-28.25457000732422,-16.50243377685547,315.31325301204816
"teacher,",8,4.88,-30.72423553466797,-26.67662811279297,-17.19097328186035,343.13253012048193
teapot.,7,2.91,-30.959184646606445,-29.14592933654785,-17.380163192749023,580.8111111111111
tears,5,4.47,-31.86733627319336,-28.869815826416016,-24.41116714477539,313.2043010752688
"teased,",7,3.32,-31.84410285949707,-28.487913131713867,-22.972209930419922,390.578313253012
technically,11,4.1,-30.84084701538086,-19.08553123474121,-2.097990036010742,379.11842105263156
teens,5,4.16,-26.029632568359375,-22.972787857055664,-20.35532569885254,332.2328767123288
"teens,",6,4.16,-25.749164581298828,-22.17226791381836,-19.810789108276367,358.3013698630137
teeth.,6,4.58,-26.364376068115234,-24.916608810424805,-20.71507453918457,398.76
television,10,4.79,-40.35783767700195,-32.021183013916016,-20.922592163085938,358.0933333333333
temper,6,3.81,-24.2755184173584,-20.712453842163086,-7.49832010269165,295.5609756097561
"tempted,",8,3.86,-31.20281410217285,-26.501863479614258,-23.004899978637695,354.0352941176471
tension,7,4.22,-34.735191345214844,-27.848201751708984,-20.773591995239258,324.72857142857146
terrible,8,4.71,-39.31884765625,-33.03661346435547,-24.676799774169922,391.6
testimony,9,4.17,-38.66242980957031,-33.346275329589844,-21.944128036499023,322.3142857142857
"text,",5,5.01,-12.297601699829102,-9.228696823120117,-10.997267723083496,339.44594594594594
texts,5,4.34,-14.832283973693848,-14.075481414794922,-9.429598808288574,323.67105263157896
"that,",5,7.01,-12.631481170654297,-9.57076644897461,-11.110406875610352,334.3888888888889
"that,'",6,7.01,-30.674541473388672,-27.029376983642578,-27.2388973236084,369.7682926829268
that.,5,7.01,-12.570107460021973,-11.06852912902832,-12.891986846923828,357.5207100591716
"them,",5,6.19,-12.262214660644531,-8.704615592956543,-8.404826164245605,304.2967032967033
them.,5,6.19,-11.638002395629883,-7.622671127319336,-5.633037090301514,355.97546012269936
themselves,10,5.16,-39.35879135131836,-30.81611442565918,-12.528882026672363,347.028
then.,5,6.07,-12.190449714660645,-10.530625343322754,-10.437324523925781,335.2875
theories,8,4.22,-35.672767639160156,-30.267305374145508,-23.555225372314453,334.7894736842105
"there,",6,6.31,-11.938091278076172,-8.336091995239258,-12.099709510803223,324.1978021978022
there.,6,6.31,-11.64889144897461,-7.9335479736328125,-12.435791969299316,373.73939393939395
thereafter,10,3.97,-26.35148048400879,-28.108592987060547,-24.630666732788086,353.4049079754601
thereafter.,11,3.97,-26.987789154052734,-29.947193145751953,-24.778043746948242,479.0
thesis,6,4.05,-42.35807800292969,-31.923688888549805,-20.776552200317383,324.3076923076923
"they,",5,6.5,-13.064105033874512,-10.244593620300293,-14.843764305114746,374.1666666666667
thick,5,4.46,-30.04204750061035,-26.00248908996582,-18.275135040283203,332.6629213483146
"thick,",6,4.46,-29.75428581237793,-26.32758331298828,-19.33072280883789,302.7802197802198
"things,",7,5.74,-12.092660903930664,-8.026625633239746,-8.74237060546875,349.62048192771084
think?',7,6.08,-31.525976181030273,-30.6434383392334,-27.894866943359375,372.475
thinks,6,4.78,-35.859352111816406,-30.745742797851562,-26.339656829833984,314.9425287356322
thirties.,9,3.24,-32.933380126953125,-22.716278076171875,-20.125316619873047,413.4054054054054
thirty,6,4.38,-38.40381622314453,-31.9006404876709,-18.619773864746094,392.64
"thirty-four,",12,4.35,-44.307701110839844,-30.819250106811523,-24.35538673400879,442.2857142857143
thirty-one,10,4.38,-42.57350540161133,-29.205875396728516,-19.92885398864746,376.65714285714284
"thirty-seven,",13,4.3,-43.582496643066406,-30.313541412353516,-25.565492630004883,641.4150943396227
"thirty-six,",11,4.33,-42.826805114746094,-30.253013610839844,-23.83526039123535,435.89473684210526
"this,",5,6.82,-12.514461517333984,-8.852999687194824,-11.243730545043945,367.75555555555553
this.,5,6.82,-11.538090705871582,-8.428211212158203,-8.340055465698242,336.12345679012344
this?,5,6.82,-19.5810546875,-16.919235229492188,-15.054703712463379,308.1764705882353
"thoroughly,",11,4.09,-38.35672378540039,-36.6840934753418,-24.51775550842285,325.7682926829268
"though,",7,5.5,-11.473523139953613,-8.489428520202637,-6.892293453216553,346.1595744680851
though.,7,5.5,-12.257467269897461,-10.698863983154297,-11.86121654510498,379.6933333333333
"thought,",8,5.59,-11.570411682128906,-8.610794067382812,-7.386346340179443,350.35227272727275
thought.,8,5.59,-11.619585037231445,-9.22086238861084,-7.971426010131836,341.2674418604651
thoughts,8,4.75,-26.49245262145996,-26.33500862121582,-17.29674530029297,335.3837209302326
thousand,8,4.64,-45.198280334472656,-32.89165496826172,-16.60638999938965,440.1783439490446
thousands,9,4.77,-42.25014114379883,-34.68785858154297,-20.05544090270996,352.5108695652174
"thousands,",10,4.77,-38.04032897949219,-33.29669952392578,-21.978445053100586,326.8131868131868
threatened,10,4.36,-31.31366539001465,-25.165998458862305,-6.099935054779053,301.28767123287673
